block,cohort,year_from,grade_from,n_from,mean_from,year_to,grade_to,n_to,mean_to,progression_pp,instrument_caveat
B0048 gulbarga north,G5 2022-23 -> G6 2023-24,2022-23,5.0,769,50.344604,2023-24,6.0,569,46.02812,-4.32,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0136 tumkur,G5 2023-24 -> G6 2024-25,2023-24,5.0,1655,60.76133,2024-25,6.0,1362,56.464756,-4.3,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0063 hosadurga,G5 2023-24 -> G6 2024-25,2023-24,5.0,1440,50.875,2024-25,6.0,1208,46.61424,-4.26,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0088 kustagi,G5 2023-24 -> G6 2024-25,2023-24,5.0,1692,47.437943,2024-25,6.0,1647,43.193684,-4.24,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0035 chitradurga,G5 2023-24 -> G6 2024-25,2023-24,5.0,2012,42.174454,2024-25,6.0,1940,37.95361,-4.22,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0102 mundaragi,G5 2022-23 -> G6 2023-24,2022-23,5.0,732,52.568306,2023-24,6.0,1053,48.37607,-4.19,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0137 turuvekere,G4 2022-23 -> G5 2023-24,2022-23,4.0,756,77.1627,2023-24,5.0,753,72.988045,-4.17,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0039 devadurga,G5 2022-23 -> G6 2023-24,2022-23,5.0,2082,47.713737,2023-24,6.0,1277,43.625687,-4.09,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0066 hubli,G4 2022-23 -> G5 2023-24,2022-23,4.0,944,66.95445,2023-24,5.0,1249,62.878304,-4.08,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0004 arakalagudu,G5 2022-23 -> G6 2023-24,2022-23,5.0,328,61.234756,2023-24,6.0,1012,57.164032,-4.07,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0015 basavakalyan,G5 2022-23 -> G6 2023-24,2022-23,5.0,1270,45.09055,2023-24,6.0,1116,41.030464,-4.06,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0131 srinivasapur,G4 2022-23 -> G5 2023-24,2022-23,4.0,829,54.843185,2023-24,5.0,840,50.785713,-4.06,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0052 hagaribommanahalli,G5 2023-24 -> G6 2024-25,2023-24,5.0,1162,43.403614,2024-25,6.0,1245,39.473896,-3.93,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0113 ramdurg,G4 2023-24 -> G5 2024-25,2023-24,4.0,1203,64.41396,2024-25,5.0,2318,60.547886,-3.87,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0082 koratagere,G5 2023-24 -> G6 2024-25,2023-24,5.0,872,57.99312,2024-25,6.0,690,54.152172,-3.84,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0057 hassan,G4 2022-23 -> G5 2023-24,2022-23,4.0,342,62.25146,2023-24,5.0,1057,58.410595,-3.84,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0055 harapanahalli,G4 2022-23 -> G5 2023-24,2022-23,4.0,1902,40.515247,2023-24,5.0,1849,36.687397,-3.83,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0023 byadagi,G5 2023-24 -> G6 2024-25,2023-24,5.0,548,56.38686,2024-25,6.0,820,52.609756,-3.78,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0086 kundagol,G5 2023-24 -> G6 2024-25,2023-24,5.0,1323,63.488285,2024-25,6.0,1242,59.72222,-3.77,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0019 bhalki,G4 2022-23 -> G5 2023-24,2022-23,4.0,1048,40.739502,2023-24,5.0,993,36.983887,-3.76,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0043 gadag rural,G4 2022-23 -> G5 2023-24,2022-23,4.0,868,46.91244,2023-24,5.0,1508,43.16313,-3.75,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
